Chromosome,Region,Name,CenterOfPeak,Length,PeakShapeScore,P-value,5'gene,5'distance,3'gene,3'distance
NCTC8325 Genomic sequence,2508976..2509257,Peak,2509118,282,30.63165631,2.32E-206,SAOUHSC_02727,851,SAOUHSC_02728,0
NCTC8325 Genomic sequence,482131..482426,Peak,482287,296,30.60960674,4.56E-206,SAOUHSC_00484,0,SAOUHSC_00485,169
NCTC8325 Genomic sequence,1049719..1050015,Peak,1049877,297,30.58554093,9.53E-206,SAOUHSC_01088,0,SAOUHSC_01089,39
NCTC8325 Genomic sequence,2029455..2029798,Peak,2029595,344,30.5393319,3.92E-205,SAOUHSC_02158,481,SAOUHSC_02160,0
NCTC8325 Genomic sequence,2084867..2085180,Peak,2085043,314,30.52577416,5.93E-205,SAOUHSC_02248,468,SAOUHSC_02249,0
NCTC8325 Genomic sequence,2011668..2012013,Peak,2011874,346,30.49852927,1.36E-204,SAOUHSC_02137,377,SAOUHSC_02138,0
NCTC8325 Genomic sequence,755101..755412,Peak,755239,312,30.49548898,1.50E-204,SAOUHSC_00773,0,SAOUHSC_00774,0
NCTC8325 Genomic sequence,35875..36238,Peak,36015,364,30.45215017,5.61E-204,SAOUHSC_00030,0,SAOUHSC_00031,312
NCTC8325 Genomic sequence,2080499..2080873,Peak,2080735,375,30.41560696,1.71E-203,SAOUHSC_02244,1054,SAOUHSC_02245,0
NCTC8325 Genomic sequence,2094621..2094975,Peak,2094836,355,30.35631048,1.04E-202,SAOUHSC_02262,40,SAOUHSC_02264,0
NCTC8325 Genomic sequence,590867..591285,Peak,591007,419,30.35299078,1.15E-202,SAOUHSC_00592,0,SAOUHSC_00593,0
NCTC8325 Genomic sequence,613442..613721,Peak,613582,280,30.31164286,4.03E-202,SAOUHSC_00620,1766,SAOUHSC_00621,0
NCTC8325 Genomic sequence,231099..231386,Peak,231239,288,30.30476362,4.96E-202,SAOUHSC_00208,1453,SAOUHSC_00209,0
NCTC8325 Genomic sequence,628061..628368,Peak,628201,308,30.22859474,4.99E-201,SAOUHSC_00638,214,SAOUHSC_00639,0
NCTC8325 Genomic sequence,693866..694214,Peak,694004,349,30.21824387,6.82E-201,SAOUHSC_00708,0,SAOUHSC_00710,0
NCTC8325 Genomic sequence,805131..805424,Peak,805285,294,30.18543512,1.84E-200,SAOUHSC_00827,0,SAOUHSC_00828,0
NCTC8325 Genomic sequence,2145802..2146101,Peak,2145963,300,30.16985198,2.95E-200,SAOUHSC_02314,0,SAOUHSC_02315,1001
NCTC8325 Genomic sequence,1844004..1844321,Peak,1844144,318,30.15274349,4.94E-200,SAOUHSC_01935,838,SAOUHSC_01936,0
NCTC8325 Genomic sequence,991373..991659,Peak,991520,287,30.14943444,5.46E-200,SAOUHSC_01018,816,SAOUHSC_01019,0
NCTC8325 Genomic sequence,938356..938701,Peak,938496,346,30.1075706,1.93E-199,SAOUHSC_00960,0,SAOUHSC_T00049,0
NCTC8325 Genomic sequence,945712..946044,Peak,945905,333,30.0880195,3.48E-199,SAOUHSC_00970,0,SAOUHSC_00971,298
NCTC8325 Genomic sequence,752574..752856,Peak,752718,283,30.04798741,1.16E-198,SAOUHSC_00770,0,SAOUHSC_00771,164
NCTC8325 Genomic sequence,1278599..1278888,Peak,1278749,290,29.99848594,5.14E-198,SAOUHSC_01337,57,SAOUHSC_01338,0
NCTC8325 Genomic sequence,1852855..1853160,Peak,1853021,306,29.94650589,2.44E-197,SAOUHSC_01948,1344,SAOUHSC_01949,0
NCTC8325 Genomic sequence,590121..590435,Peak,590301,315,29.91960363,5.47E-197,SAOUHSC_00591,0,SAOUHSC_00592,153
NCTC8325 Genomic sequence,724263..724573,Peak,724434,311,29.86733161,2.62E-196,SAOUHSC_00738,9,SAOUHSC_00739,20
NCTC8325 Genomic sequence,1587903..1588243,Peak,1588104,341,29.83138019,7.66E-196,SAOUHSC_01677,326,rpsU,0
NCTC8325 Genomic sequence,1223013..1223326,Peak,1223153,314,29.82438476,9.43E-196,SAOUHSC_01267,0,SAOUHSC_01268,196
NCTC8325 Genomic sequence,405800..406087,Peak,405949,288,29.68280964,6.40E-194,SAOUHSC_00402,0,SAOUHSC_00404,214
NCTC8325 Genomic sequence,1296427..1296748,Peak,1296609,322,29.66379671,1.13E-193,SAOUHSC_01352,0,SAOUHSC_01353,0
NCTC8325 Genomic sequence,1707590..1707929,Peak,1707730,340,29.58759846,1.08E-192,SAOUHSC_01805,264,SAOUHSC_01806,36
NCTC8325 Genomic sequence,1522199..1522484,Peak,1522345,286,29.55960291,2.47E-192,SAOUHSC_01597,0,SAOUHSC_01598,0
NCTC8325 Genomic sequence,1508661..1509050,Peak,1508801,390,29.55923062,2.50E-192,SAOUHSC_01582,163,SAOUHSC_01583,0
NCTC8325 Genomic sequence,2139571..2139865,Peak,2139726,295,29.54120762,4.26E-192,SAOUHSC_02308,379,SAOUHSC_02309,0
NCTC8325 Genomic sequence,276220..276517,Peak,276378,298,29.49251541,1.80E-191,SAOUHSC_00257,0,SAOUHSC_00258,0
NCTC8325 Genomic sequence,1321489..1321797,Peak,1321629,309,29.4775895,2.79E-191,SAOUHSC_01375,422,SAOUHSC_01376,0
NCTC8325 Genomic sequence,50104..50406,Peak,50268,303,29.4423635,7.88E-191,SAOUHSC_00047,11,SAOUHSC_00049,0
NCTC8325 Genomic sequence,163764..164046,Peak,163904,283,29.42147465,1.46E-190,SAOUHSC_00150,1522,SAOUHSC_00151,0
NCTC8325 Genomic sequence,909713..910016,Peak,909851,304,29.38635799,4.10E-190,SAOUHSC_00937,0,SAOUHSC_00938,1723
NCTC8325 Genomic sequence,614115..614402,Peak,614254,288,29.28201809,8.79E-189,SAOUHSC_00622,26,SAOUHSC_00624,0
NCTC8325 Genomic sequence,1212580..1212894,Peak,1212755,315,29.2744724,1.10E-188,SAOUHSC_01257,0,SAOUHSC_01258,0
NCTC8325 Genomic sequence,669871..670171,Peak,670011,301,29.23991739,3.02E-188,SAOUHSC_00682,0,SAOUHSC_00683,0
NCTC8325 Genomic sequence,2298825..2299105,Peak,2298965,281,29.23669917,3.31E-188,SAOUHSC_02476,42,rpsI,221
NCTC8325 Genomic sequence,1890427..1890760,Peak,1890621,334,29.22552915,4.60E-188,SAOUHSC_01985,65,SAOUHSC_01986,0
NCTC8325 Genomic sequence,223889..224225,Peak,224086,337,29.19497613,1.12E-187,SAOUHSC_00200,0,SAOUHSC_00201,9
NCTC8325 Genomic sequence,2335277..2335573,Peak,2335434,297,29.19146999,1.24E-187,SAOUHSC_02531,375,SAOUHSC_02532,0
NCTC8325 Genomic sequence,1718725..1719025,Peak,1718886,301,29.18934035,1.32E-187,SAOUHSC_01811,870,SAOUHSC_01812,0
NCTC8325 Genomic sequence,365188..365474,Peak,365328,287,29.09984125,1.80E-186,SAOUHSC_00355,0,SAOUHSC_00356,0
NCTC8325 Genomic sequence,1721955..1722247,Peak,1722095,293,29.06211231,5.41E-186,SAOUHSC_01814,961,SAOUHSC_01815,0
NCTC8325 Genomic sequence,2208781..2209095,Peak,2208956,315,29.05858863,5.99E-186,SAOUHSC_02386,947,SAOUHSC_02387,0
NCTC8325 Genomic sequence,2106831..2107119,Peak,2106971,289,29.02692226,1.51E-185,SAOUHSC_02274,168,SAOUHSC_02275,0
NCTC8325 Genomic sequence,1818883..1819179,Peak,1819040,297,29.02295669,1.69E-185,SAOUHSC_01909,119,SAOUHSC_01910,0
NCTC8325 Genomic sequence,2211732..2212059,Peak,2211872,328,28.99884363,3.40E-185,SAOUHSC_02390,65,SAOUHSC_02391,49
NCTC8325 Genomic sequence,298659..298946,Peak,298799,288,28.91673465,3.68E-184,SAOUHSC_00281,1487,SAOUHSC_00282,0
NCTC8325 Genomic sequence,2282733..2283094,Peak,2282958,362,28.91122407,4.31E-184,SAOUHSC_02458,204,SAOUHSC_02459,0
NCTC8325 Genomic sequence,222421..222708,Peak,222561,288,28.90118136,5.77E-184,SAOUHSC_00199,82,SAOUHSC_00200,70
NCTC8325 Genomic sequence,1881433..1881725,Peak,1881586,293,28.8999358,5.98E-184,SAOUHSC_01975,40,SAOUHSC_01976,0
NCTC8325 Genomic sequence,2012667..2012949,Peak,2012807,283,28.87824445,1.12E-183,SAOUHSC_02138,74,SAOUHSC_02139,14
NCTC8325 Genomic sequence,2687269..2687562,Peak,2687409,294,28.87799138,1.13E-183,SAOUHSC_02921,1200,SAOUHSC_02922,0
NCTC8325 Genomic sequence,1079646..1079932,Peak,1079794,287,28.8729564,1.31E-183,SAOUHSC_01124,113,SAOUHSC_01125,0
NCTC8325 Genomic sequence,1600299..1600648,Peak,1600438,350,28.82853865,4.71E-183,rpsT,0,holA,0
NCTC8325 Genomic sequence,919731..920016,Peak,919877,286,28.81018777,7.99E-183,SAOUHSC_00946,0,SAOUHSC_00947,14
NCTC8325 Genomic sequence,1332311..1332594,Peak,1332451,284,28.80868145,8.35E-183,SAOUHSC_01388,971,SAOUHSC_01389,0
NCTC8325 Genomic sequence,1558156..1558447,Peak,1558308,292,28.80079519,1.05E-182,SAOUHSC_01639,184,SAOUHSC_01640,0
NCTC8325 Genomic sequence,815790..816090,Peak,815930,301,28.79608194,1.20E-182,SAOUHSC_00844,117,SAOUHSC_00845,0
NCTC8325 Genomic sequence,2203416..2203710,Peak,2203571,295,28.68956602,2.57E-181,deoD,540,SAOUHSC_02381,0
NCTC8325 Genomic sequence,797573..797888,Peak,797749,316,28.66308866,5.51E-181,SAOUHSC_00812,1803,SAOUHSC_00816,0
NCTC8325 Genomic sequence,829468..829749,Peak,829608,282,28.65809436,6.35E-181,SAOUHSC_00860,0,SAOUHSC_00861,0
NCTC8325 Genomic sequence,821480..821787,Peak,821648,308,28.6042511,2.97E-180,SAOUHSC_00850,0,SAOUHSC_00851,0
NCTC8325 Genomic sequence,1214595..1214875,Peak,1214734,281,28.58699928,4.87E-180,SAOUHSC_01260,0,SAOUHSC_01261,31
NCTC8325 Genomic sequence,1414890..1415179,Peak,1415030,290,28.57868374,6.18E-180,SAOUHSC_01454,3286,SAOUHSC_01455,0
NCTC8325 Genomic sequence,2732191..2732491,Peak,2732331,301,28.54396048,1.67E-179,SAOUHSC_A02811,335,SAOUHSC_02970,0
NCTC8325 Genomic sequence,1878154..1878475,Peak,1878336,322,28.52720044,2.69E-179,SAOUHSC_01973,880,SAOUHSC_01974,0
NCTC8325 Genomic sequence,2660271..2660552,Peak,2660411,282,28.51005465,4.40E-179,SAOUHSC_02885,862,SAOUHSC_02886,0
NCTC8325 Genomic sequence,560542..560873,Peak,560682,332,28.49951309,5.94E-179,SAOUHSC_00550,344,SAOUHSC_00551,0
NCTC8325 Genomic sequence,1705427..1705741,Peak,1705567,315,28.4271902,4.67E-178,SAOUHSC_01803,0,SAOUHSC_01805,144
NCTC8325 Genomic sequence,881084..881501,Peak,881362,418,28.40756754,8.15E-178,SAOUHSC_00911,0,SAOUHSC_00912,1134
NCTC8325 Genomic sequence,2717500..2717792,Peak,2717653,293,28.39395268,1.20E-177,SAOUHSC_02953,662,SAOUHSC_02954,0
NCTC8325 Genomic sequence,290599..290966,Peak,290828,368,28.36743905,2.55E-177,SAOUHSC_00270,0,SAOUHSC_00271,0
NCTC8325 Genomic sequence,2213720..2214063,Peak,2213860,344,28.3304596,7.29E-177,SAOUHSC_02391,1506,SAOUHSC_02393,0
NCTC8325 Genomic sequence,968444..968775,Peak,968637,332,28.29305824,2.10E-176,SAOUHSC_00994,580,SAOUHSC_00995,0
NCTC8325 Genomic sequence,273623..273906,Peak,273767,284,28.27816529,3.21E-176,SAOUHSC_00254,0,SAOUHSC_00255,153
NCTC8325 Genomic sequence,1336324..1336607,Peak,1336468,284,28.26901125,4.16E-176,SAOUHSC_01392,355,SAOUHSC_01394,220
NCTC8325 Genomic sequence,589601..589900,Peak,589741,300,28.26206923,5.06E-176,SAOUHSC_00588,0,SAOUHSC_00589,0
NCTC8325 Genomic sequence,2597240..2597556,Peak,2597417,317,28.23548858,1.07E-175,SAOUHSC_02818,42,SAOUHSC_02819,0
NCTC8325 Genomic sequence,2553283..2553576,Peak,2553423,294,28.22411569,1.48E-175,SAOUHSC_02775,251,SAOUHSC_02776,0
NCTC8325 Genomic sequence,2404253..2404532,Peak,2404393,280,28.22095396,1.62E-175,SAOUHSC_02613,0,SAOUHSC_02614,0
NCTC8325 Genomic sequence,47571..47860,Peak,47721,290,28.13698158,1.73E-174,SAOUHSC_00044,237,SAOUHSC_00045,0
NCTC8325 Genomic sequence,2486498..2486843,Peak,2486704,346,28.11635107,3.09E-174,gpmA,1059,SAOUHSC_02704,0
NCTC8325 Genomic sequence,2584429..2584811,Peak,2584672,383,28.10289456,4.52E-174,SAOUHSC_02803,73,SAOUHSC_02804,0
NCTC8325 Genomic sequence,2489017..2489324,Peak,2489185,308,28.05871596,1.56E-173,SAOUHSC_02706,323,SAOUHSC_02708,0
NCTC8325 Genomic sequence,887089..887381,Peak,887242,293,28.05459911,1.76E-173,SAOUHSC_00914,0,SAOUHSC_00915,30
NCTC8325 Genomic sequence,1286859..1287164,Peak,1286999,306,28.02087616,4.52E-173,SAOUHSC_01346,589,SAOUHSC_01347,0
NCTC8325 Genomic sequence,2027006..2027287,Peak,2027146,282,28.01759392,4.96E-173,SAOUHSC_02155,294,SAOUHSC_02156,0
NCTC8325 Genomic sequence,2438064..2438391,Peak,2438252,328,27.98228743,1.34E-172,SAOUHSC_02650,683,SAOUHSC_02651,0
NCTC8325 Genomic sequence,1675355..1675655,Peak,1675495,301,27.97689018,1.55E-172,hemC,666,SAOUHSC_01775,0
NCTC8325 Genomic sequence,427251..427544,Peak,427405,294,27.95799653,2.64E-172,SAOUHSC_00426,0,SAOUHSC_00427,64
NCTC8325 Genomic sequence,2687565..2687972,Peak,2687833,408,27.943813,3.92E-172,SAOUHSC_02922,259,SAOUHSC_02923,19
NCTC8325 Genomic sequence,707532..707818,Peak,707679,287,27.92992184,5.78E-172,SAOUHSC_00724,0,SAOUHSC_00725,0
NCTC8325 Genomic sequence,481788..482118,Peak,481928,331,27.92198644,7.22E-172,SAOUHSC_00484,0,SAOUHSC_00485,477
NCTC8325 Genomic sequence,1562715..1563022,Peak,1562855,308,27.89334664,1.61E-171,SAOUHSC_01647,237,SAOUHSC_01649,0
NCTC8325 Genomic sequence,594947..595258,Peak,595087,312,27.87698326,2.54E-171,SAOUHSC_00602,0,SAOUHSC_00603,296
NCTC8325 Genomic sequence,936656..936969,Peak,936830,314,27.87186484,2.93E-171,SAOUHSC_00959,0,SAOUHSC_00960,0
NCTC8325 Genomic sequence,2448020..2448383,Peak,2448160,364,27.85892619,4.20E-171,SAOUHSC_02663,1081,SAOUHSC_02664,42
NCTC8325 Genomic sequence,433114..433393,Peak,433254,280,27.85002506,5.38E-171,SAOUHSC_00433,961,SAOUHSC_00434,0
NCTC8325 Genomic sequence,2437427..2437750,Peak,2437567,324,27.84772912,5.74E-171,SAOUHSC_02650,46,SAOUHSC_02651,0
NCTC8325 Genomic sequence,1635936..1636255,Peak,1636116,320,27.79478393,2.51E-170,SAOUHSC_01729,126,SAOUHSC_01730,0
NCTC8325 Genomic sequence,366976..367393,Peak,367254,418,27.78077615,3.70E-170,SAOUHSC_00358,28,SAOUHSC_A00354,0
NCTC8325 Genomic sequence,461314..461667,Peak,461454,354,27.73973717,1.16E-169,SAOUHSC_00459,0,SAOUHSC_00461,49
NCTC8325 Genomic sequence,205468..205802,Peak,205663,335,27.52243376,4.73E-167,SAOUHSC_00186,147,SAOUHSC_00187,105
NCTC8325 Genomic sequence,1563387..1563672,Peak,1563526,286,27.50863221,6.92E-167,SAOUHSC_01647,909,SAOUHSC_01649,0
NCTC8325 Genomic sequence,755642..755940,Peak,755782,299,27.39752706,1.47E-165,SAOUHSC_00774,0,SAOUHSC_00775,24
NCTC8325 Genomic sequence,67955..68256,Peak,68117,302,27.31823924,1.29E-164,SAOUHSC_00060,2028,SAOUHSC_00061,0
NCTC8325 Genomic sequence,993748..994049,Peak,993888,302,27.28961857,2.82E-164,SAOUHSC_01022,137,SAOUHSC_01023,0
NCTC8325 Genomic sequence,1970338..1970627,Peak,1970488,290,27.28078101,3.59E-164,SAOUHSC_02092,82,SAOUHSC_02093,0
NCTC8325 Genomic sequence,1043230..1043510,Peak,1043370,281,27.24598139,9.27E-164,SAOUHSC_01078,1156,SAOUHSC_01079,0
NCTC8325 Genomic sequence,620717..621058,Peak,620919,342,27.23215375,1.35E-163,SAOUHSC_00632,0,SAOUHSC_00633,84
NCTC8325 Genomic sequence,499242..499538,Peak,499382,297,27.22526849,1.63E-163,SAOUHSC_R00012,1114,SAOUHSC_00497,0
NCTC8325 Genomic sequence,1846499..1846779,Peak,1846639,281,27.20451175,2.87E-163,SAOUHSC_01939,749,SAOUHSC_01941,0
NCTC8325 Genomic sequence,1219585..1219896,Peak,1219757,312,27.19953779,3.29E-163,SAOUHSC_01263,405,SAOUHSC_01264,0
NCTC8325 Genomic sequence,587050..587337,Peak,587190,288,27.18533461,4.84E-163,SAOUHSC_00585,0,SAOUHSC_00586,253
NCTC8325 Genomic sequence,2697023..2697321,Peak,2697182,299,27.05774762,1.55E-161,SAOUHSC_02929,505,SAOUHSC_02930,0
NCTC8325 Genomic sequence,2593088..2593379,Peak,2593240,292,27.02515092,3.74E-161,SAOUHSC_02812,2026,SAOUHSC_02813,0
NCTC8325 Genomic sequence,2189842..2190171,Peak,2190032,330,27.02013294,4.29E-161,SAOUHSC_02367,0,pyrG,0
NCTC8325 Genomic sequence,861629..861941,Peak,861802,313,26.98823685,1.02E-160,SAOUHSC_00896,950,SAOUHSC_00897,0
NCTC8325 Genomic sequence,2561685..2562061,Peak,2561824,377,26.98227232,1.19E-160,SAOUHSC_02789,134,SAOUHSC_02790,0
NCTC8325 Genomic sequence,2381224..2381531,Peak,2381364,308,26.97843861,1.32E-160,SAOUHSC_02589,0,SAOUHSC_02590,236
NCTC8325 Genomic sequence,634269..634589,Peak,634450,321,26.89679023,1.20E-159,SAOUHSC_00645,0,SAOUHSC_00646,0
NCTC8325 Genomic sequence,113404..113821,Peak,113682,418,26.87975981,1.89E-159,SAOUHSC_00107,0,SAOUHSC_00108,0
NCTC8325 Genomic sequence,789534..789824,Peak,789674,291,26.86027939,3.20E-159,smpB,1326,SAOUHSC_00806,0
NCTC8325 Genomic sequence,1551003..1551283,Peak,1551145,281,26.81485304,1.08E-158,SAOUHSC_01628,819,SAOUHSC_01629,0
NCTC8325 Genomic sequence,2023433..2023760,Peak,2023573,328,26.79755617,1.73E-158,SAOUHSC_02150,350,SAOUHSC_02151,0
NCTC8325 Genomic sequence,1919108..1919395,Peak,1919248,288,26.77104509,3.51E-158,SAOUHSC_02008,847,SAOUHSC_02009,0
NCTC8325 Genomic sequence,588625..589025,Peak,588765,401,26.68994152,3.08E-157,SAOUHSC_00587,0,SAOUHSC_00588,0
NCTC8325 Genomic sequence,300142..300433,Peak,300294,292,26.63853632,1.22E-156,SAOUHSC_00284,0,SAOUHSC_00285,4
NCTC8325 Genomic sequence,1291892..1292192,Peak,1292031,301,26.60064184,3.34E-156,SAOUHSC_01349,875,SAOUHSC_01350,0
NCTC8325 Genomic sequence,1302625..1303012,Peak,1302875,388,26.52775915,2.32E-155,SAOUHSC_01359,0,SAOUHSC_01360,1196
NCTC8325 Genomic sequence,766750..767049,Peak,766890,300,26.47885559,8.49E-155,SAOUHSC_00784,0,SAOUHSC_00785,0
NCTC8325 Genomic sequence,1123732..1124068,Peak,1123871,337,26.351579,2.46E-153,SAOUHSC_01173,0,SAOUHSC_01174,146
NCTC8325 Genomic sequence,1619507..1619852,Peak,1619713,346,26.34830303,2.68E-153,SAOUHSC_01711,727,SAOUHSC_01712,0
NCTC8325 Genomic sequence,904794..905142,Peak,905004,349,26.34478475,2.95E-153,SAOUHSC_00932,0,SAOUHSC_00933,405
NCTC8325 Genomic sequence,1423853..1424157,Peak,1424018,305,26.34204359,3.17E-153,SAOUHSC_01467,117,SAOUHSC_01468,143
NCTC8325 Genomic sequence,189450..189748,Peak,189590,299,26.30555832,8.28E-153,SAOUHSC_00171,1015,SAOUHSC_00172,0
NCTC8325 Genomic sequence,1184000..1184299,Peak,1184139,300,26.25249626,3.35E-152,frr,0,SAOUHSC_01237,156
NCTC8325 Genomic sequence,227684..228017,Peak,227824,334,26.2252067,6.86E-152,SAOUHSC_00203,1089,SAOUHSC_00204,0
NCTC8325 Genomic sequence,1810557..1810845,Peak,1810697,289,26.21957405,7.95E-152,SAOUHSC_01900,0,SAOUHSC_01901,316
NCTC8325 Genomic sequence,1189235..1189532,Peak,1189375,298,26.19767352,1.41E-151,SAOUHSC_01240,0,polC,0
NCTC8325 Genomic sequence,1830117..1830407,Peak,1830257,291,26.18691731,1.87E-151,SAOUHSC_01922,0,SAOUHSC_01923,0
NCTC8325 Genomic sequence,1075476..1075758,Peak,1075619,283,26.17748952,2.40E-151,SAOUHSC_01119,394,SAOUHSC_A01081,0
NCTC8325 Genomic sequence,225652..225953,Peak,225792,302,26.171041,2.84E-151,SAOUHSC_00201,4,SAOUHSC_00202,0
NCTC8325 Genomic sequence,2103577..2103886,Peak,2103717,310,26.16419473,3.40E-151,SAOUHSC_02272,127,SAOUHSC_02273,0
NCTC8325 Genomic sequence,2249667..2249978,Peak,2249807,312,26.14548177,5.55E-151,SAOUHSC_02419,1402,SAOUHSC_02420,0
NCTC8325 Genomic sequence,1575544..1575829,Peak,1575691,286,26.12506484,9.47E-151,SAOUHSC_01661,1176,SAOUHSC_01662,0
NCTC8325 Genomic sequence,1408970..1409248,Peak,1409109,279,26.10346,1.67E-150,SAOUHSC_01450,1003,SAOUHSC_01451,0
NCTC8325 Genomic sequence,649515..649930,Peak,649791,416,26.09232692,2.23E-150,SAOUHSC_00661,0,SAOUHSC_00662,0
NCTC8325 Genomic sequence,2381556..2381933,Peak,2381794,378,26.05560378,5.81E-150,SAOUHSC_02589,174,SAOUHSC_02590,0
NCTC8325 Genomic sequence,885103..885447,Peak,885243,345,26.04809844,7.07E-150,SAOUHSC_00912,0,SAOUHSC_00913,0
NCTC8325 Genomic sequence,1337908..1338192,Peak,1338053,285,25.97223573,5.10E-149,SAOUHSC_01394,0,SAOUHSC_01395,0
NCTC8325 Genomic sequence,1556093..1556376,Peak,1556238,284,25.9275909,1.63E-148,gcvT,184,SAOUHSC_01635,0
NCTC8325 Genomic sequence,2633502..2633850,Peak,2633711,349,25.81473747,3.03E-147,SAOUHSC_02861,76,SAOUHSC_02862,0
NCTC8325 Genomic sequence,816207..816487,Peak,816346,281,25.78115524,7.21E-147,SAOUHSC_00845,0,SAOUHSC_00846,0
NCTC8325 Genomic sequence,904121..904428,Peak,904289,308,25.7448801,1.84E-146,SAOUHSC_00931,0,SAOUHSC_00932,196
NCTC8325 Genomic sequence,1200089..1200386,Peak,1200229,298,25.7046442,5.19E-146,SAOUHSC_01248,0,SAOUHSC_01249,0
NCTC8325 Genomic sequence,950945..951272,Peak,951133,328,25.69794302,6.16E-146,SAOUHSC_00977,188,SAOUHSC_00978,0
NCTC8325 Genomic sequence,2288138..2288436,Peak,2288278,299,25.69020391,7.52E-146,SAOUHSC_02463,837,SAOUHSC_02464,0
NCTC8325 Genomic sequence,681900..682222,Peak,682040,323,25.66174457,1.56E-145,SAOUHSC_00696,0,SAOUHSC_00697,0
NCTC8325 Genomic sequence,1324981..1325267,Peak,1325121,287,25.56633311,1.81E-144,SAOUHSC_01380,6,SAOUHSC_01381,0
NCTC8325 Genomic sequence,841327..841631,Peak,841492,305,25.55714776,2.29E-144,SAOUHSC_00877,0,SAOUHSC_00878,168
NCTC8325 Genomic sequence,1920105..1920393,Peak,1920245,289,25.52046722,5.84E-144,SAOUHSC_02010,13,recX,0
NCTC8325 Genomic sequence,2537074..2537404,Peak,2537266,331,25.46095459,2.67E-143,SAOUHSC_02759,1702,SAOUHSC_02760,0
NCTC8325 Genomic sequence,1603985..1604294,Peak,1604155,310,25.43685771,4.93E-143,SAOUHSC_01691,404,SAOUHSC_01692,0
NCTC8325 Genomic sequence,2162375..2162655,Peak,2162516,281,25.36251918,3.27E-142,SAOUHSC_02331,138,SAOUHSC_02332,0
NCTC8325 Genomic sequence,2656109..2656413,Peak,2656249,305,25.35368398,4.09E-142,SAOUHSC_02881,295,SAOUHSC_02882,0
NCTC8325 Genomic sequence,323142..323447,Peak,323308,306,25.33333407,6.86E-142,SAOUHSC_00308,0,SAOUHSC_00309,10
NCTC8325 Genomic sequence,2265334..2265672,Peak,2265533,339,25.29564738,1.78E-141,SAOUHSC_02437,0,SAOUHSC_02441,424
NCTC8325 Genomic sequence,628626..628964,Peak,628825,339,25.29065516,2.02E-141,SAOUHSC_00638,779,SAOUHSC_00639,0
NCTC8325 Genomic sequence,890253..890531,Peak,890392,279,25.28756669,2.19E-141,SAOUHSC_00917,589,SAOUHSC_00919,133
NCTC8325 Genomic sequence,2104382..2104745,Peak,2104606,364,25.2550945,4.98E-141,SAOUHSC_02272,932,SAOUHSC_02273,0
NCTC8325 Genomic sequence,2631285..2631579,Peak,2631440,295,25.18142029,3.20E-140,SAOUHSC_02858,1826,SAOUHSC_02859,0
NCTC8325 Genomic sequence,2801052..2801357,Peak,2801192,306,25.16734944,4.56E-140,SAOUHSC_03028,0,SAOUHSC_03030,0
NCTC8325 Genomic sequence,1096181..1096499,Peak,1096360,319,25.16636428,4.68E-140,SAOUHSC_01145,72,mraY,0
NCTC8325 Genomic sequence,1720306..1720609,Peak,1720470,304,25.16043361,5.43E-140,SAOUHSC_01812,1489,SAOUHSC_01813,0
NCTC8325 Genomic sequence,1532275..1532655,Peak,1532415,381,25.08401267,3.72E-139,SAOUHSC_01605,1189,SAOUHSC_01606,0
NCTC8325 Genomic sequence,588043..588322,Peak,588183,280,25.03266142,1.35E-138,SAOUHSC_00586,0,SAOUHSC_00587,69
NCTC8325 Genomic sequence,1308390..1308708,Peak,1308530,319,25.03009231,1.44E-138,SAOUHSC_01363,868,SAOUHSC_01364,0
NCTC8325 Genomic sequence,1869790..1870080,Peak,1869943,291,24.99851792,3.17E-138,hemH,1039,hemE,0
NCTC8325 Genomic sequence,1558553..1558891,Peak,1558752,339,24.98717721,4.21E-138,SAOUHSC_01640,292,SAOUHSC_01641,0
NCTC8325 Genomic sequence,688597..688888,Peak,688749,292,24.97424213,5.82E-138,SAOUHSC_00703,5,SAOUHSC_00704,0
NCTC8325 Genomic sequence,1564441..1564728,Peak,1564580,288,24.97306953,6.00E-138,SAOUHSC_01649,519,SAOUHSC_01650,0
NCTC8325 Genomic sequence,1599803..1600097,Peak,1599958,295,24.95383683,9.70E-138,SAOUHSC_01688,42,rpsT,8
NCTC8325 Genomic sequence,1731671..1731971,Peak,1731811,301,24.94027055,1.36E-137,SAOUHSC_01824,1143,SAOUHSC_01825,0
NCTC8325 Genomic sequence,2579289..2579583,Peak,2579429,295,24.89351023,4.37E-137,SAOUHSC_02801,1673,SAOUHSC_02802,0
NCTC8325 Genomic sequence,43576..43994,Peak,43716,419,24.79729478,4.79E-136,SAOUHSC_00038,1193,SAOUHSC_00039,0
NCTC8325 Genomic sequence,2548377..2548701,Peak,2548517,325,24.77921137,7.51E-136,SAOUHSC_02770,834,SAOUHSC_02771,0
NCTC8325 Genomic sequence,2448511..2448794,Peak,2448644,284,24.76457564,1.08E-135,SAOUHSC_02664,0,SAOUHSC_02665,1807
NCTC8325 Genomic sequence,356592..356901,Peak,356763,310,24.76416007,1.09E-135,SAOUHSC_00341,371,SAOUHSC_00342,0
NCTC8325 Genomic sequence,389978..390313,Peak,390174,336,24.75854775,1.25E-135,SAOUHSC_00384,22,SAOUHSC_00386,0
NCTC8325 Genomic sequence,2360484..2360767,Peak,2360624,284,24.75361843,1.42E-135,SAOUHSC_02569,1076,SAOUHSC_02570,0
